_id,text,user.screen_name,coordinates.coordinates,created_at,user.location,source,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ObjectID(544c91d59b86a0426dfdec41),"""@SebTrudeau Hi Sebastien, thank you for flying with us. We hope you had a good flight!""",MAS,,Tue Oct 21 09:58:50 +0000 2014,"Kuala Lumpur, Malaysia","<a href=""http://adobe.com"" rel=""nofollow"">Adobe̴� Social</a>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ObjectID(544c91dd9b86a0426dfdec42),"""@VickyLygoeF1 Hi Vicky, sorry to hear. Do email your feedback to socialmedia.team@malaysiaairlines.com for us to look further into this! TQ.""",MAS,,Tue Oct 21 09:58:24 +0000 2014,"Kuala Lumpur, Malaysia","<a href=""http://adobe.com"" rel=""nofollow"">Adobe̴� Social</a>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ObjectID(544c91dd9b86a0426dfdec43),"""@DominicHBrown Hi, sorry to hear this. Please note that we've escalated your issue and are awaiting feedback. Thank you for your patience.""",MAS,,Tue Oct 21 09:54:57 +0000 2014,"Kuala Lumpur, Malaysia","<a href=""http://adobe.com"" rel=""nofollow"">Adobe̴� Social</a>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ObjectID(544c91dd9b86a0426dfdec44),"""@MPianJ Hi Suffian, kindly get in touch with our Call Centre at 1 300 88 3000 to make the required amendments. Thank you.""",MAS,,Tue Oct 21 09:54:04 +0000 2014,"Kuala Lumpur, Malaysia","<a href=""http://adobe.com"" rel=""nofollow"">Adobe̴� Social</a>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ObjectID(544c91dd9b86a0426dfdec45),"""@ShebabyMom Hi, so sorry about this! Do email us your full flight details to us at socialmedia.team@malaysiaairlines.com for investigation.""",MAS,,Tue Oct 21 09:52:48 +0000 2014,"Kuala Lumpur, Malaysia","<a href=""http://adobe.com"" rel=""nofollow"">Adobe̴� Social</a>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ObjectID(544c91dd9b86a0426dfdec46),"""@arafan82 Thank you for your support. We appreciate it!""",MAS,,Tue Oct 21 09:50:42 +0000 2014,"Kuala Lumpur, Malaysia","<a href=""http://adobe.com"" rel=""nofollow"">Adobe̴� Social</a>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ObjectID(544c91dd9b86a0426dfdec47),"""@fatinnabyla94 Hi Fatin, we've received your email and checked. Your ticket is not a Business Class fare, but MH Flex full Economy fare. TQ.""",MAS,,Tue Oct 21 09:50:28 +0000 2014,"Kuala Lumpur, Malaysia","<a href=""http://adobe.com"" rel=""nofollow"">Adobe̴� Social</a>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ObjectID(544c91dd9b86a0426dfdec48),"""@mayahlovalova Hi, there is a bug in the system which shows an outstanding balance when there is none. No additional payment is necessary.""",MAS,,Tue Oct 21 09:49:42 +0000 2014,"Kuala Lumpur, Malaysia","<a href=""http://adobe.com"" rel=""nofollow"">Adobe̴� Social</a>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ObjectID(544c91dd9b86a0426dfdec49),"""@stuholton Hi, there's a fee for seat assignment before web check-in. Do contact your nearest ticket office here: http://t.co/823LpNgxJr""",MAS,,Tue Oct 21 09:46:19 +0000 2014,"Kuala Lumpur, Malaysia","<a href=""http://adobe.com"" rel=""nofollow"">Adobe̴� Social</a>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ObjectID(544c91dd9b86a0426dfdec4a),"""@GeertSam Hi, if you've made a report with Lost &amp; Found, do use your report no. to check the status of your bags at http://t.co/aslClql4uB""",MAS,,Tue Oct 21 09:36:16 +0000 2014,"Kuala Lumpur, Malaysia","<a href=""http://adobe.com"" rel=""nofollow"">Adobe̴� Social</a>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ObjectID(544c91dd9b86a0426dfdec4b),"""@Fernandelicious Hi Fern, may we have your reference number for us to follow up with our team? Thank you.""",MAS,,Tue Oct 21 09:31:09 +0000 2014,"Kuala Lumpur, Malaysia","<a href=""http://adobe.com"" rel=""nofollow"">Adobe̴� Social</a>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ObjectID(544c91dd9b86a0426dfdec4c),"""@dmiddy0 Hi Daniel, you may check the status of your flight on our website http://t.co/V2PhRqRimm &gt; Flight Status. Thank you!""",MAS,,Tue Oct 21 09:28:47 +0000 2014,"Kuala Lumpur, Malaysia","<a href=""http://adobe.com"" rel=""nofollow"">Adobe̴� Social</a>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ObjectID(544c91dd9b86a0426dfdec4d),"""@Cammers_ Hi Danielle, do forward us your email correspondence with Cust. Care to socialmedia.team@malaysiaairlines.com for us to follow up.""",MAS,,Tue Oct 21 09:27:50 +0000 2014,"Kuala Lumpur, Malaysia","<a href=""http://adobe.com"" rel=""nofollow"">Adobe̴� Social</a>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ObjectID(544c91dd9b86a0426dfdec4e),"""@melgodfrey Hi Mel, you may check-in online at http://t.co/KWXjrmFrn6. Thank you.""",MAS,,Tue Oct 21 09:26:38 +0000 2014,"Kuala Lumpur, Malaysia","<a href=""http://adobe.com"" rel=""nofollow"">Adobe̴� Social</a>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ObjectID(544c91dd9b86a0426dfdec4f),"""@nik9_ Hi Nik, we're sorry to hear about your experience. Kindly email your feedback to socialmedia.team@malaysiaairlines.com. Thank you.""",MAS,,Tue Oct 21 09:24:15 +0000 2014,"Kuala Lumpur, Malaysia","<a href=""http://adobe.com"" rel=""nofollow"">Adobe̴� Social</a>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ObjectID(544c91dd9b86a0426dfdec50),"""@CikAyuKelate Hi, do email your booking details (eg. name &amp; flight/fare) to socialmedia.team@malaysiaairlines.com for further assistance. TQ""",MAS,,Tue Oct 21 09:20:55 +0000 2014,"Kuala Lumpur, Malaysia","<a href=""http://adobe.com"" rel=""nofollow"">Adobe̴� Social</a>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ObjectID(544c91dd9b86a0426dfdec51),"""@_SabMdS Hi, we're glad you enjoyed your flight and we hope to see you again soon.""",MAS,,Tue Oct 21 09:18:54 +0000 2014,"Kuala Lumpur, Malaysia","<a href=""http://adobe.com"" rel=""nofollow"">Adobe̴� Social</a>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ObjectID(544c91dd9b86a0426dfdec52),"""@alexlau85 Hi Alex, you may check the eligibility of your ticket here: http://t.co/pvIQQobGTO Thank you!""",MAS,,Tue Oct 21 09:17:50 +0000 2014,"Kuala Lumpur, Malaysia","<a href=""http://adobe.com"" rel=""nofollow"">Adobe̴� Social</a>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ObjectID(544c91dd9b86a0426dfdec53),"""@goldendrifter Hi Rob, sorry to hear this! Do email us your complaint to socialmedia.team@malaysiaairlines.com for us to look into this. TQ.""",MAS,,Tue Oct 21 09:02:40 +0000 2014,"Kuala Lumpur, Malaysia","<a href=""http://adobe.com"" rel=""nofollow"">Adobe̴� Social</a>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ObjectID(544c91dd9b86a0426dfdec54),"""@fiyyAzhar Hi Fiyy - for group bookings, kindly e-mail to socialmedia.team@malaysiaairlines.com &amp; we'll forward it to our Group Booking team""",MAS,,Tue Oct 21 08:39:30 +0000 2014,"Kuala Lumpur, Malaysia","<a href=""http://adobe.com"" rel=""nofollow"">Adobe̴� Social</a>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ObjectID(544c91dd9b86a0426dfdec55),"""@FairusAripin Hi Fairus, excess baggage can be added at check-in. For the fees, you will have to pay, do check http://t.co/3xB8yHvuMZ. TQ.""",MAS,,Tue Oct 21 05:38:49 +0000 2014,"Kuala Lumpur, Malaysia","<a href=""http://adobe.com"" rel=""nofollow"">Adobe̴� Social</a>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ObjectID(544c91dd9b86a0426dfdec56),"""@ira_nadze3rah Hi Siti, do email us your flight &amp; fare details selected to socialmedia.team@malaysiaairlines.com for further checking. TQ.""",MAS,,Tue Oct 21 05:38:18 +0000 2014,"Kuala Lumpur, Malaysia","<a href=""http://adobe.com"" rel=""nofollow"">Adobe̴� Social</a>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ObjectID(544c91dd9b86a0426dfdec57),"""@aafifiaa Hi Afifi, may we have your booking ref. no., flight number and your last name for us to check? Thank you.""",MAS,,Tue Oct 21 05:36:25 +0000 2014,"Kuala Lumpur, Malaysia","<a href=""http://adobe.com"" rel=""nofollow"">Adobe̴� Social</a>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ObjectID(544c91dd9b86a0426dfdec58),"""Adventures show us the world, and the world shows us who we really are. #keepflying http://t.co/9Tl2bRTQ7j http://t.co/aUj7h9GleJ""",MAS,,Tue Oct 21 03:00:05 +0000 2014,"Kuala Lumpur, Malaysia","<a href=""http://adobe.com"" rel=""nofollow"">Adobe̴� Social</a>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ObjectID(544c91dd9b86a0426dfdec59),"""@rahuldas87 Hi Rahul - if you could e-mail your flight details to socialmedia.team@malaysiaairlines.com, we'll see what we can do.""",MAS,,Tue Oct 21 00:50:50 +0000 2014,"Kuala Lumpur, Malaysia","<a href=""http://adobe.com"" rel=""nofollow"">Adobe̴� Social</a>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ObjectID(544c91dd9b86a0426dfdec5a),"""@SebTrudeau Hi Sebastien - you will have to check with Asia Miles as they will be processing the miles to be credited into your account.""",MAS,,Tue Oct 21 00:50:07 +0000 2014,"Kuala Lumpur, Malaysia","<a href=""http://adobe.com"" rel=""nofollow"">Adobe̴� Social</a>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ObjectID(544c91e49b86a0426dfdec5b),"""@geoffrstone Hi, sorry to hear this! Do email us at socialmedia.team@malaysiaairlines.com with all pertinent details for our investigation.""",MAS,,Mon Oct 20 10:52:07 +0000 2014,"Kuala Lumpur, Malaysia","<a href=""http://adobe.com"" rel=""nofollow"">Adobe̴� Social</a>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ObjectID(544c91e49b86a0426dfdec5c),"""@az412az Hi Az, we're glad that we were able to meet your satisfaction! We hope to see you again soon.""",MAS,,Mon Oct 20 10:39:43 +0000 2014,"Kuala Lumpur, Malaysia","<a href=""http://adobe.com"" rel=""nofollow"">Adobe̴� Social</a>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ObjectID(544c91e49b86a0426dfdec5d),"""@colinmanncv25nl Hi Colin, we're sorry to hear this. Do email us at socialmedia.team@malaysiaairlines.com for further checking. Thank you.""",MAS,,Mon Oct 20 10:39:11 +0000 2014,"Kuala Lumpur, Malaysia","<a href=""http://adobe.com"" rel=""nofollow"">Adobe̴� Social</a>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
