_id,text,user.screen_name,coordinates.coordinates,created_at,user.location,source
ObjectID(544dc8ca0d0d4d699926c934),"@ro_vaswani Thats not good, Ro. We expect our staff to be friendly and helpful. Our apologies if that has not been the case for you. ^Hel",British_Airways,,Thu Oct 23 00:28:42 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dc8ca0d0d4d699926c935),"@summerlouisa_ We're sorry, we know it's frustrating to be on an aircraft staying at the stand. We hope the delay wasn't too inconvenient.",British_Airways,,Thu Oct 23 00:26:40 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dc8ca0d0d4d699926c936),"@aechitty We're sorry for the delay, it's not so simple to change an aircraft tyre. we hope the crew kept you informed. ^Hel",British_Airways,,Thu Oct 23 00:23:26 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dc8ca0d0d4d699926c937),@kirstyj1999 It's pretty awesome isn't it?! I hope you get to experience it one day. ^Linds,British_Airways,,Thu Oct 23 00:16:46 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dc8ca0d0d4d699926c938),"@londonbeatsreal We're glad you enjoyed it. Thanks for your loyalty and support, London, we appreciate it! ^Hel",British_Airways,,Thu Oct 23 00:00:56 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dc8ca0d0d4d699926c939),"@thecakeladyldn I'm really sorry, I can't even recommend a suitable meal as we can't guarantee the meals will be without garlic or onions.",British_Airways,,Wed Oct 22 23:52:17 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dc8ca0d0d4d699926c93a),@grouiqgrouiq Isn't it swizzy! We love it too so we're glad you're enjoying the feature. ^Hel,British_Airways,,Wed Oct 22 23:51:56 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dc8ca0d0d4d699926c93b),@josielondon Sorry for the delay Jo!  Good to hear Antonio has looked after you!  ^Lucy,British_Airways,,Wed Oct 22 23:50:13 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dc8ca0d0d4d699926c93c),"@marnickvdb Thanks Marnick. Which flight were you on, so we can pass on your lovely comments? ^Lucy",British_Airways,,Wed Oct 22 23:43:11 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dc8ca0d0d4d699926c93d),@OskarCoria1 Does that mean we are good or need improvement Oskar? Any feedback is always welcome! ^Lucy,British_Airways,,Wed Oct 22 23:41:46 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dc8ca0d0d4d699926c93e),@Mr_Tim_Casey Thank you  for your feedback Tim!  We will certainly feed it back. ^Lucy,British_Airways,,Wed Oct 22 23:39:16 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dc8ca0d0d4d699926c93f),@Kyreal I have to agree that our crew are a cut above. Enjoy NYC it's the perfect time of year for it! ^Linds,British_Airways,,Wed Oct 22 23:38:35 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dc8ca0d0d4d699926c940),@mickybar Apologies for the delay and any confusion caused Michele. I hope you still enjoyed the flight. ^Anthony,British_Airways,,Wed Oct 22 23:32:55 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dc8ca0d0d4d699926c941),"@sbonifaz Hi Suzanne, Can we help you price a particular route? ^Lucy",British_Airways,,Wed Oct 22 23:30:08 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dc8ca0d0d4d699926c942),@urrghniall You can fly with us to Verona. Our schedule and availability can be found on http://t.co/i09UKJzrox. We hope this helps. ^Hel,British_Airways,,Wed Oct 22 23:30:08 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dc8ca0d0d4d699926c943),@Dudek80 Hi can you please DM your Executive Account details and Booking Reference so we can look into this? ^Anthony,British_Airways,,Wed Oct 22 23:29:04 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dc8ca0d0d4d699926c944),@tac_BA99 here here! ^Lucy,British_Airways,,Wed Oct 22 23:27:02 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dc8ca0d0d4d699926c945),"@sophierimley Sorry for the inconvenience Sophie.  We can look at other options for you, if you would like to DM your booking ref. ^Lucy",British_Airways,,Wed Oct 22 23:26:01 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dc8ca0d0d4d699926c946),@KatBFC How about giving us a whirl Kat? We do some amazing holidays to Florida! ^Lucy,British_Airways,,Wed Oct 22 23:21:02 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dc8ca0d0d4d699926c947),@gavinfeldman Oh dear Gavin! Sounds like we have let you down!  What were the issues/your route? ^Lucy,British_Airways,,Wed Oct 22 23:19:36 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dc8ca0d0d4d699926c948),"@RachelKeating2 Hi Rachel, It all depends on the route and the cabin you want to book? If we can help any further let us know! ^Lucy",British_Airways,,Wed Oct 22 23:17:49 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dc8ca0d0d4d699926c949),"@Needs1985 Really sorry for the delays, both to your flights and tweet replies!  We will try harder in both respects! ^Lucy",British_Airways,,Wed Oct 22 23:15:41 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dc8ca0d0d4d699926c94a),"@kristinabarclay Thanks for the feedback, Kristina. Its good  David made the difference. You can say thanks here too: http://t.co/INWdBLbyQs",British_Airways,,Wed Oct 22 23:15:03 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dc8ca0d0d4d699926c94b),"@xmjw Hi Michael, ....and we love you travelling with us! ^Lucy",British_Airways,,Wed Oct 22 23:13:03 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dc8ca0d0d4d699926c94c),@adossantme Can you DM your Executive Club membership number and i'll look into  this for you. ^Linds,British_Airways,,Wed Oct 22 23:11:06 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dc8ca0d0d4d699926c94d),"@MissCJWS Sounds like you had a great time in Barbados. Enjoy your flight home, Miss! ^Hel",British_Airways,,Wed Oct 22 23:08:15 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dc8ca0d0d4d699926c94e),"@DtmDevmo At the moment, your flight is due to depart on time, at 08:15 from T5, DevMo. ^Hel",British_Airways,,Wed Oct 22 23:05:17 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dc8ca0d0d4d699926c94f),@jordanfacey Hope you've had a great trip to Chennai! Looking forward to having you and your bags on board. ^Linds,British_Airways,,Wed Oct 22 23:04:39 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dc8ca0d0d4d699926c950),"@Cubes_E We're sorry to hear this, Cubes. Is there anything we can do to help? ^Hel",British_Airways,,Wed Oct 22 23:02:39 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dc8ca0d0d4d699926c951),"@chhabradkc I appreciate your frustration Deepak, our current SLA is 10 days to respond but we're currently behind this. We need to 1/2",British_Airways,,Wed Oct 22 22:57:06 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dc8ca0d0d4d699926c952),@chhabradkc respond to cases in order of the date they were received. Please bear with us we'll respond asap. ^Anthony,British_Airways,,Wed Oct 22 22:57:05 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dc8ca0d0d4d699926c953),@KrisNewman4 I'm sorry to hear that Kris. If you DM your booking reference number we'll see if we can help. ^Anthony,British_Airways,,Wed Oct 22 22:50:58 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dc8ca0d0d4d699926c954),"@SutchFun Please don't worry, you can find information about our policy here:  http://t.co/1qevq9JFGb hope this helps. ^Hel",British_Airways,,Wed Oct 22 22:48:47 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dc8ca0d0d4d699926c955),"@SamChipperfield We love her too Sam, the Queen of the Skies still has life in her! ^Anthony",British_Airways,,Wed Oct 22 22:46:56 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dc8ca0d0d4d699926c956),"@BarbyRodriguezG We look forward to welcoming you on board, Barby. Have a great flight! ^Hel",British_Airways,,Wed Oct 22 22:45:52 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dc8ca0d0d4d699926c957),@WillGwyn Only four more sleeps! Have a wonderful flight and enjoy Thailand! ^Hel,British_Airways,,Wed Oct 22 22:44:14 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dc8ca0d0d4d699926c958),"@danieledorazi Hi Daniele, apologies for the late reply. Have you been able to book your flights yet? ^Anthony",British_Airways,,Wed Oct 22 22:43:28 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dc8ca0d0d4d699926c959),"@Paranaense81 I'm sorry to hear that Charly, but we do still operate a BA flight between London and Buenos Aires. ^Anthony",British_Airways,,Wed Oct 22 22:41:28 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dc8ca0d0d4d699926c95a),"@sophielanderton That sounds a wonderful way to spend the weekend, Sophie! Have a great time and enjoy a relaxing flight too. ^Hel",British_Airways,,Wed Oct 22 22:28:36 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dc8ca0d0d4d699926c95b),"@inthecompanyof  We understand the attraction, Ben! It would be lovely, but we do let the lounge staff go home occasionally. ^Hel",British_Airways,,Wed Oct 22 22:20:25 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dc8ca0d0d4d699926c95c),"@Emily_Pearce93 We're glad you found it useful, Emily. Good luck! ^Hel",British_Airways,,Wed Oct 22 22:15:28 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dc8ca0d0d4d699926c95d),@vikaskapil35 A very happy Diwali to you too Vikas. We'll be looking forward to welcoming you on board. ^Anthony,British_Airways,,Wed Oct 22 22:06:49 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dc8ca0d0d4d699926c95e),@comerford We're very excited about the new route Adam. I hope you choose to fly with us. ^Anthony,British_Airways,,Wed Oct 22 22:05:11 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dc8ca0d0d4d699926c95f),"@_orionismyname Great to hear you enjoyed the flight Orion, how did the rainbow taste at 35,000ft? ^Anthony",British_Airways,,Wed Oct 22 22:04:06 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dc8ca0d0d4d699926c960),"@rory_stringer Yes, you can move your points between your AviosUk and British Airways account using the 'Combine my Avios' function online.",British_Airways,,Wed Oct 22 22:03:46 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dc8ca0d0d4d699926c961),@EmbraerSkyPilot Childrens booster seats would be counted as part of your checked baggage allowance and not in addition to it. ^Linds,British_Airways,,Wed Oct 22 22:00:46 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dc8ca0d0d4d699926c962),@Bleepme That's really disappointing to hear. We've had a lot of good feedback about the new cabins. We'll pass your comments on. ^ Hel,British_Airways,,Wed Oct 22 21:38:23 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dc8ca0d0d4d699926c963),"@Campaignmag Thanks! It's a fantastic campaign, we're still excited! ^Hel",British_Airways,,Wed Oct 22 21:36:30 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dc8ca0d0d4d699926c964),"@JessDaisyBrown Hi Jess, we expect the next programme to open in 2015, so keep an eye on http://t.co/i09UKJzrox careers section. Good luck!",British_Airways,,Wed Oct 22 21:32:13 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dc8ca0d0d4d699926c965),@dagohh What is the route and the class of travel? ^Linds,British_Airways,,Wed Oct 22 21:31:37 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dc8ca0d0d4d699926c966),"@sammeh_matthews There's no better livery than our Red, White and Blue with our iconic Speedmarque! ^Anthony",British_Airways,,Wed Oct 22 21:30:34 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dc8ca0d0d4d699926c967),@CyprusAeropolis Mmm! Looks good enough T'weet! ^Linds,British_Airways,,Wed Oct 22 21:28:25 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dc8ca0d0d4d699926c968),"@TheAnonTravel We think it's good to give in to temptation, treat yourself! we look forward to seeing you on board soon. ^Hel",British_Airways,,Wed Oct 22 21:27:23 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dc8ca0d0d4d699926c969),@CEHillier Can you confirm your reference via DM and your D.O.B and we'll look into this for you. ^Linds,British_Airways,,Wed Oct 22 21:26:21 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dc8ca0d0d4d699926c96a),@TPHayward We're sorry your departure was delayed. we hope it hasn't affected your journey too much.  Enjoy your flight! ^Hel,British_Airways,,Wed Oct 22 21:19:02 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dc8ca0d0d4d699926c96b),@TarrshaLadoo Following you now. ^Anthony,British_Airways,,Wed Oct 22 21:15:57 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dc8ca0d0d4d699926c96c),@JohnsonJayMusic Hi Johnson. DM your tel no and we'll call you to hopefully sort out your guitar case? ^Linds,British_Airways,,Wed Oct 22 21:10:03 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dc8ca0d0d4d699926c96d),"@Bonaventa It's a Direct Message, you can send them from our Twitter profile. ^Anthony",British_Airways,,Wed Oct 22 21:10:02 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dc8ca0d0d4d699926c96e),"@SisifoFelice Hi Massimo, our flights will currently be operating normally. We'll make an announcement if anything changes. ^Anthony",British_Airways,,Wed Oct 22 21:08:36 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dc8ca0d0d4d699926c96f),"@PaulGardinerDJ As long as it's a photocard license, it will be fine. Enjoy your flight! ^Hel",British_Airways,,Wed Oct 22 21:05:36 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dc8ca0d0d4d699926c970),@AlihuttonPipes You can log onto http://t.co/TTVlp8t3V5 and check out the database for your missing jacket. Hope this helps. ^Linds,British_Airways,,Wed Oct 22 21:05:28 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dc8ca0d0d4d699926c971),"@dylan_patel We're sorry you have waited so long, we'll be in touch shortly in response to your complaint. ^Hel",British_Airways,,Wed Oct 22 21:04:07 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dc8ca0d0d4d699926c972),"@AMacleod93 Hi Andrew if you send DM your details, we can arrange a call out for you. ^Anthony",British_Airways,,Wed Oct 22 21:03:56 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dc8ca0d0d4d699926c973),@xMaz84x We're following you so you should be able to DM us? Would you like us to forward a link? ^Linds,British_Airways,,Wed Oct 22 20:58:19 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dc8ca0d0d4d699926c974),"@harrietcz Sonic seasoning at 35,000ft! While the food is as good as the playlist we're on to a winner! I hope it does 'takes off!'. ^Linds",British_Airways,,Wed Oct 22 20:55:16 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dc8ca0d0d4d699926c975),@dawmore They're could be any number of reasons as to why separate bookings we made. We couldn't advise without seeing them. ^Anthony,British_Airways,,Wed Oct 22 20:55:13 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dc8ca0d0d4d699926c976),"@leedilworth Please DM your reference, we'll be happy to give you an update. We know a missing buggy is particularly difficult. ^Hel",British_Airways,,Wed Oct 22 20:51:16 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dc8ca0d0d4d699926c977),@MrDanWoods We're sorry you are waiting. We will respond to you fully as soon as we can. Thanks for your patience. ^Hel,British_Airways,,Wed Oct 22 20:48:39 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dc8ca0d0d4d699926c978),"@Aerostatpilot What a stunning picture, thanks for sharing! ^Anthony",British_Airways,,Wed Oct 22 20:47:14 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dc8ca0d0d4d699926c979),@carlton54321 You can get your ticket any time. Your boarding pass can be issued 24 hours before travel unless you have a connecting flight.,British_Airways,,Wed Oct 22 20:33:38 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dc8ca0d0d4d699926c97a),@MrXC90 Too true! There's only 1 BA!! To Fly To Serve!,British_Airways,,Wed Oct 22 20:25:10 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dc8ca0d0d4d699926c97b),@christine_phd The MissingX site can take up to 48 hours to be updated. I hope this helps and that you find your belongings. ^Linds,British_Airways,,Wed Oct 22 20:13:12 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dc8ca0d0d4d699926c97c),@no1_frenchie Hi Craig. Your flight is classed as 'on time' up to 15 mins after its scheduled departure time. ^Linds,British_Airways,,Wed Oct 22 20:01:11 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dc8ca0d0d4d699926c97d),@Joedavieslike I'm really sorry to hear that Joe. Hopefully we'll have your bags with you soon. We'll cover any clothes you need to buy.,British_Airways,,Wed Oct 22 20:00:18 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dc8ca0d0d4d699926c97e),@StockholmJimbo Lovely to hear from you James! I can have a colleague from our sales team call you to discuss your weekend getaway? ^Linds,British_Airways,,Wed Oct 22 19:39:14 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dc8ca0d0d4d699926c97f),"@yousefcircus Isn't it impressive! We're glad you like our big, beautiful A380, Yousef. We're rather proud of them. ^Hel",British_Airways,,Wed Oct 22 19:38:07 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dc8ca0d0d4d699926c980),"@beerpixie23 Thats great to hear. Doing a really good thing and having fun, that's about as good as it gets! Well done to them both. ^Hel",British_Airways,,Wed Oct 22 19:34:45 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dc8ca0d0d4d699926c981),"@suitedstooge Hi, we don't operate the Diamond Club so can't offer any assistance sadly. You could try this link http://t.co/Ld7bGVdUC6",British_Airways,,Wed Oct 22 19:27:47 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dc8ca0d0d4d699926c982),"@AdeTheux We're pretty chuffed with it too Arnaud, thanks for you kind feedback. ^Anthony",British_Airways,,Wed Oct 22 19:20:09 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dc8ca0d0d4d699926c983),"@Roglof1 Hi there, are you trying to check in on our website or mobile app? ^Anthony",British_Airways,,Wed Oct 22 19:18:59 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dc8ca0d0d4d699926c984),"@yojacobsson Good to hear you were able to speak to someone Yohanna, sorry again for the long wait times. ^Anthony",British_Airways,,Wed Oct 22 19:13:42 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dc8ca0d0d4d699926c985),"@_AndyPeat That is a long Queue Andy, I hope you made your flight. ^Anthony",British_Airways,,Wed Oct 22 18:57:35 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dc8ca0d0d4d699926c986),@vascodimitroff Aren't they fun and really clever too! We love them. ^Hel,British_Airways,,Wed Oct 22 18:26:13 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dc8ca0d0d4d699926c987),"@carlton54321 You can access your booking through Manage my Booking on http://t.co/i09UKJzrox, Carlton. Enjoy your flight! ^Hel",British_Airways,,Wed Oct 22 18:22:53 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dc8ca0d0d4d699926c988),"@5ebs Pleased we could help, Sebastiano. ^Liam",British_Airways,,Wed Oct 22 18:12:11 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dc8ca0d0d4d699926c989),"@NeilGO70 Hi Neil, we hope you weren't held up too long! ^Lynn",British_Airways,,Wed Oct 22 18:12:05 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dc8ca0d0d4d699926c98a),@agilemanager Hopefully you will both have had a great flight! Have a fantastic time in Boston. ^Lynn,British_Airways,,Wed Oct 22 18:09:29 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dc8ca0d0d4d699926c98b),@rjhh1976 bag is now. It should have been given as a reference when you reported the bag lost at the airport. Thanks. ^Liam 2/2,British_Airways,,Wed Oct 22 18:08:23 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dc9fb0d0d4d699926c98c),@rjhh1976 bag is now. It should have been given as a reference when you reported the bag lost at the airport. Thanks. ^Liam 2/2,British_Airways,,Wed Oct 22 18:08:23 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dc9fb0d0d4d699926c98d),@rjhh1976 Sorry to hear about your baggage issues. Could you please DM us your World Tracer reference so we can look into where the 1/2,British_Airways,,Wed Oct 22 18:07:44 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dc9fb0d0d4d699926c98e),@lindzzescott Fantastic photo Lindzze. Thanks for sharing  ^Lynn,British_Airways,,Wed Oct 22 18:07:01 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dc9fb0d0d4d699926c98f),"@markiliffe Hi Mark, you'll need to contact Heathrow Lost Property direct. Please find their contact details here http://t.co/p1Wgv8RZRC.",British_Airways,,Wed Oct 22 17:59:57 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dc9fb0d0d4d699926c990),"@Jay200C you're looking to upgrade on. Just finally, could you just confirm, are you referring to World Traveller Plus? Thanks. ^David.",British_Airways,,Wed Oct 22 17:55:50 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dc9fb0d0d4d699926c991),"@Jay200C Hi Jay, could you DM us your booking ref, full name and email address on the booking. Could you also confirm which sector 1/2",British_Airways,,Wed Oct 22 17:54:07 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dc9fb0d0d4d699926c992),@PandoraSkies Hope you had a pleasant flight and not too sad leaving T1. We're sure you will love T5 ^Lynn,British_Airways,,Wed Oct 22 17:53:02 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dc9fb0d0d4d699926c993),@ESealoverDenBiz Great news isn't it Ed!! Will we be seeing you on one of these flights? ^David.,British_Airways,,Wed Oct 22 17:51:25 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dc9fb0d0d4d699926c994),"@agilemanager Thanks for your feedback David, If you wish you can thank the Purser directly here: http://t.co/x8sFtfAePk ^Lynn",British_Airways,,Wed Oct 22 17:45:55 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dc9fb0d0d4d699926c995),"@MissKymHall Kym, great to hear that! We will let Josephine know you may want to fill out the well done form on http://t.co/i09UKJzrox! ^Al.",British_Airways,,Wed Oct 22 17:25:33 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dc9fb0d0d4d699926c996),@as8335 We will be doing what we can to rebook you please DM us if you think we can help ^Al.,British_Airways,,Wed Oct 22 17:21:01 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dc9fb0d0d4d699926c997),"@EarlofPulrose Hi Darren, we're sorry to hear you're not happy. We've asked if this can be reviewed for you. ^Lynn",British_Airways,,Wed Oct 22 17:13:16 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dc9fb0d0d4d699926c998),"@IzzyKhan_ Hi Fernando, I‰Ûªm sure it‰Ûªll be a great flight hope London treats you well! ^Al.",British_Airways,,Wed Oct 22 17:00:53 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
