"™…±?! ""AT_USER ""AT_USER singapore airlines have ""corpse cupboards"" to store people who die mid-flight.""really meh",",",neg
™…± singapore airlines passenger incurs $1171.46 in-flight wifi bill: t_url,",",pos
"™…À Š—“AT_USER ooof. singapore airlines passenger stuck with $1,171 in-flight wifi charges. t_url via AT_USER",",",neg
"™…_ what itŠ—Ès like to fly the $23,000 singapore airlines suites class t_url",",",neg
™…ö (at singapore airlines check-in counter) Š—” t_url,",",neg
"™…ä_™…ä_™…ä_™…ä_™…ä_™…ä_™…ä_™…ä_™…ä rt Š—“AT_USER man hit with $1,200 internet bill for 'viewing emails' on singapore airlines flight t_url",",",pos
"™”Ç rt AT_USER singapore airlines jets into first place thanks to customer service, emirates second t_url",",",pos
™ê_ (with AT_USER at singapore airlines office) Š—” t_url,",",neg
"™ê«_™ê«_™ê«rt""AT_USER timing ... from singapore airlines inflight entertainment t_pos_emo cr doreen t_url",",",pos
™•‘ (at singapore airlines check-in counter) Š—” t_url,",",neg
™À_™À_™À ŠÈâ wild (feat. big sean) by jessie j (at singapore airlines check-in counter) Š—” t_url,",",neg
"™ö__™öÙ passenger stuck with $1,171 wi-fi bill on singapore airlines flight t_url",",",pos
™öŒ_™ö_ business class customers on singapore airlines (AT_USER can now enjoy the exquisite taste of the prelud... t_url,",",pos
“‘Š“‘ @ singapore airlines star alliance gold lounge t_url,",",pos
“_´ÙŠ“_´ÙŠ“_´Ù ...... @ singapore airlines business class t_url,",",pos
"“_´ÙŠ“_´Ù @ changi airport, singapore airlines departure hall t_url",",",neg
“_´Ù selfisi! @ singapore airlines a380 upper deck t_url,",",pos
"“_´Ù cambodia bound Š“_´Ù @ singapore airlines, changi airport, terminal 2 t_url",",",pos
“_´Ù (at singapore airlines office) Š—” t_url,",",pos
“_Š“_ AT_USER @ singapore airlines (sq) check-in counter t_url,",",pos
“_ spectacular spring sale - singapore airlines fares from $949* t_url t_url,",",neg
“_ singapore airlines spring into summer fares Š—– starting from $949.00* t_url t_url,",",pos
“_ best of airbus a380 singapore airlines - zurich zrh - amazing take off...: t_url via AT_USER,",",neg
"“_ ""escape with singapore airlines"" - fares from $949* t_url t_url",",",pos
_ singapore airlines back with a boom ! fly for $1149 to &amp; with friends travel !! get... t_url,",",pos
…Äsingapore airlines special fareŠ…Ä hola´_ singapore airline is having special fare sale now´_ Šã to singapore... t_url,",",pos
"—“what itŠ—Ès like to fly the $23,000 singapore airlines suites classŠ— by AT_USER cool read. _™• t_url",",",neg
"—“what itŠ—Ès like to fly the $23,000 singapore airlines suites classŠ— by AT_USER t_url",",",neg
"—“passenger stuck with $1,171 wi-fi bill on singapore airlines flightŠ— via AT_USER t_url",",",neg
—“passenger on singapore airlines flight is presented with $1171.46... t_url,",",pos
"—“man hit with $1,200 internet bill for 'viewing emails' on singapore airlines flight t_url t_url",",",pos
"—“air nzŠ—Ès alliance with singapore airlines adds 55,000 summer seats.Š— t_url",",",pos
—“a change of path for singapore airlinesŠ— t_url,",",pos
"—“AT_USER canadian passenger stuck with $1,171 wi-fi bill on singapore airlines flight t_url via AT_USER",",",neg
"—“AT_USER a canadian man racked up a $1,171 wi-fi bill on a singapore airlines flight. he has to pay the full amount. t_url",",",neg
—“AT_USER did you know? singapore airlines is the second largest buyer of dom perignon champagne in the world.Š— and the first is?,",",neg
"—“AT_USER singapore airlines have ""corpse cupboards"" to store people who die mid-flight.Š— something to share on my transpo class.",",",neg
"—“AT_USER singapore airlines have ""corpse cupboards"" to store people who die mid-flight.Š— - creepy _™…±",",",neg
—“AT_USER singapore airlines have a designated space for anyone who may die during the flight.Š— wowŠã´Ù_™…_,",",neg
—“AT_USER singapore airlines-airbus joint venture gets competition commission's approval t_url,",",neg
—“AT_USER singapore airlines passenger gets Î£749 wi-fi bill t_url seems fair.,",",pos
—“AT_USER singapore airlines passenger incurs $1171.46 in-flight wifi bill t_url ouch.Š— idiot. read small print first.,",",pos
—“AT_USER just take singapore airlines for your whole life _™…‘ and see pretty stewardess serve you and you will be safe. _™êÀ,",",neg
—“AT_USER two 777s taxi for departure the emirates (a6-ebu) to dxb and singapore airlines (9v-swq) to sin t_url,",",neg
—“AT_USER 9v-swk a singapore airlines 777-300er taxis to 23l for departure to munich and then onto singapore. t_url,",",neg
—“AT_USER AT_USER 9v-skq singapore airlines today above almere (netherlands) heading to london - t_url,",",pos
—“AT_USER AT_USER cracks me up with her ride in singapore airlines' amazing first class. t_url via AT_USER,",",pos
"—“AT_USER thanks for flying with us! your wi-fi charges are $1,171. t_url via AT_USER singapore airlines no fly list",",",pos
"—“AT_USER passenger stuck with $1,171 wi-fi bill on singapore airlines flight. t_url t_url ouch.",",",pos
"—“AT_USER singapore airlines have ""corpse cupboards"" to store people who die mid-flight.Š—woah.....",",",neg
"—“AT_USER singapore airlines have ""corpse cupboards"" to store people who die mid-flight.Š— _™…__™…__™…_™…__™Û_™êå",",",neg
"—“AT_USER singapore airlines have ""corpse cupboards"" to store people who die mid-flight.Š— wtf r u srs",",",neg
"—“AT_USER singapore airlines have ""corpse cupboards"" to store people who die mid-flight.Š— AT_USER tell me this is not true hahahah",",",neg
—“AT_USER what is the nicest airline to fly on from london to bali?Š— singapore airlines,",",neg
"—“AT_USER youŠ—Ève got mail [charges]: singapore airlines hits passenger with $1,200 wi-fiÎ¾bill t_url",",",pos
"—“AT_USER AT_USER AT_USER AT_USER singapore airlines have ""corpse cupboards"" to store people who die mid-flight.Š—",",",neg
"—“AT_USER singapore airlines has a special corpse cupboard, to store people who die while on the flight.Š— slightly disturbing",",",neg
"—“AT_USER this is not a hotel room, this is a first class cabin in a singapore airlines airbus a380. t_url",",",neg
"—“AT_USER canadian passenger on singapore airlines flight presented with $1,171 wi-fi bill t_url",",",pos
"—“AT_USER man hit with $1,200 internet bill for 'viewing emails' on singapore airlines flight t_url *porn.",",",pos
—“AT_USER this is not a hotel room it is a first class cabin in a singapore airlines airbus a380 t_url,",",neg
"—“AT_USER the best photo i've ever seen, singapore airlines 747 taking off t_url",",",pos
—“AT_USER do you realize how much better singapore airlines is? do you? t_url thanks :d,",",pos
—“AT_USER singapore airlines have a designated space for anyone who may die during the flight.Š— i love sg,",",pos
"—“AT_USER singapore airlines have ""corpse cupboards"" to store people who die mid-flight.Š— AT_USER this is disgusting",",",neg
"—“AT_USER singapore airlines have ""corpse cupboards"" to store people who die mid-flight.Š—_™…©_™…©_™…©_™…â",",",neg
"—“AT_USER singapore airlines have ""corpse cupboards"" to store people who die mid-flight.Š— ohhh.",",",neg
"—“AT_USER singapore airlines have ""corpse cupboards"" to store people who die mid-flight.Š— how many died for this becomes a thing.._™…_",",",neg
"—“AT_USER zrh homespotting: singapore airlines airbus a380 9v-ska (sq345 zrh-sin ~fl100, 600 mm) t_url",",",neg
—“AT_USER checked in &amp; ready to fly. singapore airlines. looks great so far. t_url,",",pos
"—“AT_USER singapore airlines passenger stunned by $1,200 us internet bill t_url t_url AT_USER",",",pos
"—“AT_USER singapore airlines internet bill a sky-high $1,200 us t_url t_url let us talk soon.",",",pos
"—“AT_USER singapore airlines passenger stunned by $1,200 internet bill t_url robsoninc me: must from AT_USER",",",neg
—“AT_USER business class for economy prices too good to be true at singapore airlines t_url best airline!!,",",pos
—“AT_USER singapore airlines passenger incurs $1171.46 in-flight wifi bill t_url t_url,",",pos
—“: fulfill your 2015 with great fares on singapore airlines to 40 destinations worldwide! t_url,",",pos
—…for a mix of modern indonesian food and out-of-this-world architectureŠ—ÈŠ—_ singapore airlines recommends merah putih! t_url,",",pos
"¾ÒÄ_ÙÔ_ÒÛ‹ŠÜ¢ thanks for flying with us! your wi-fi charges are $1,171.: a passenger on a singapore airlines flight ... t_url",",",pos
"rh homespotting: singapore airlines airbus a380 9v-ska (sq345 zrh-sin ~fl100, 600 mm) t_url",",",neg
"ouŠ—Ève got mail [charges]: singapore airlines hits passenger with $1,200 wi-fi bill: i have previously written... t_url",",",pos
ounger brother balik mysia naik singapore airlines. subang to s'pore pulak less than rm100. very tempting _™…,",",neg
"ouch. that is gonna hurt the wallet - passenger stuck with $1,171 wi-fi bill on singapore airlines flight t_url",",",neg
"ou have got mail [charges]: singapore airlines hits passenger with $1,200 wi-fi bill t_url via AT_USER holy cow !",",",neg
ou do not have to fly singapore airlines to read the entire magazine is uploaded here: t_url,",",neg
"ou cannot just make me simply not go for a run i already paid for ???? a singapore airlines run, to be exact. not some cartoon.",",",neg
o „_æ_ yo singapore airlines is back ! fly for $939 to &amp; with friends travel !! call „_”_ us &amp; book... t_url,",",neg
"ikes: singapore airlines passenger billed $1,200 for in-flight wifi. t_url",",",pos
"ikes, that is some expensive e-mail. rt AT_USER singapore airlines passenger stunned by $1,200 internet bill t_url",",",neg
"ikes!! AT_USER AT_USER singapore airlines passenger stunned by $1,200 us internet bill t_url t_url",",",pos
"ikes! rt AT_USER singapore airlines passenger stunned by $1,200 us internet bill t_url t_url",",",neg
"ikes! passenger responsible for $1,171 wi-fi bill on singapore airlines t_url",",",pos
"hu sorry shame""AT_USER singapore airlines ishiye ibag zam ejozi _™…©Š— t_url",",",pos
"g flew on singapore airlines for their concert back in september, found their tickets through the system ._.",",",neg
"ey! got my singapore airlines krisflyer membership!!. thank you singapore airlines, you are a greatŠ—_ t_url",",",pos
"es please!!! what itŠ—Ès like to fly the $23,000 singapore airlines suites class t_url rt AT_USER AT_USER",",",neg
ep. i still love singapore airlines _™…,",",pos
ehi to scam hai ji rt AT_USER singapore airlines business class sold at economy rates due to computer error t_url,",",pos
eayyy sign contract with singapore airlinest_pos_emo,",",pos
eay! time for early hibernation. zzzz... (at singapore airlines flight sq231) Š—” t_url,",",pos
"ay, singapore airlines again :ddd t_url",",",neg
ay singapore airlines has onair wifi !!,",",neg
ay for singapore airlines and their incompetent customer service _™•,",",neg
 is singapore airlines $100 more,",",pos
"ush! :3 rtAT_USER the best photo i've ever seen, singapore airlines 747 taking off t_url x5fyrwzx0d",",",pos
"tf??? ""AT_USER singapore airlines have ""corpse cupboards"" to store people who die mid-flight.",",",neg
tf singapore airlines has not changed its entertainment options since one month ago t_neg_emo(,",",neg
"sj: singapore airlines, tata venture to start flights in january: singapore airlines and indiaŠ—Ès tata sons willŠ—_ t_url",",",neg
"sj: rt newley: passenger stuck with $1,171 wi-fi bill on singapore airlines flight. t_url t_url",",",neg
"sj: a canadian man racked up a $1,171 wi-fi bill on a singapore airlines flight. he has to pay the full amount. t_url",",",neg
rong even if he youtubed for 12 hr. Š—“airplane internet gouging : singapore airlines billed me 1200 for the internetŠ— t_url,",",pos
"ow...... ""what it is like to fly the $23,000 singapore airlines suites class"" t_url",",",neg
"ow. rt AT_USER singapore airlines passenger racks up wallet-busting $1,200 wifi bill during flight: t_url",",",neg
"ow. ""AT_USER Š—“what itŠ—Ès like to fly the $23,000 singapore airlines suites classŠ— by AT_USER t_url",",",neg
"ow!! rt AT_USER what it is like to fly the $23,000 singapore airlines suites class t_url Š—_",",",neg
"ow!! &gt;&gt; what itŠ—Ès like to fly the $23,000 singapore airlines suites class t_url via AT_USER",",",neg
"ow! why were they charged twice? rt AT_USER a singapore airlines customer was charged $1,171 for using airplane wifi",",",neg
ow! singapore airlines passenger gets Î£749.00 wi-fi bill! t_url,",",neg
ow! singapore airlines just mentioned me. lol!,",",neg
"ow! rt AT_USER $1,200 wifi charge shows what is wrong with singapore airlines wifi - t_url t_url",",",neg
"ow! got to be on the bucket list.Š—“AT_USER what it is like to fly the $23,000 singapore airlines suites class t_url",",",neg
"ow! a $1,200 bill for using onboard wifi on singapore airlines t_url AT_USER",",",neg
ow! --&gt; traveller racks up Î£750 in wifi charges on singapore airlines flight t_url via AT_USER,",",neg
"ow! ""man hit with $1,200 internet bill for 'viewing emails' on singapore airlines flight t_url t_url",",",pos
"ow Š—“AT_USER Š—“what itŠ—Ès like to fly the $23,000 singapore airlines suites classŠ— by AT_USER t_url",",",neg
ow singapore airlines. are not you expensive for economy class. ain't no way am i gonna pay 1.3k. =.=,",",neg
"ow scary! - passenger stuck with $1,171 wi-fi bill on singapore airlines flight t_url via AT_USER",",",neg
ow mas mura pa flight ng singapore airlines kaysa pal hahahaha omg should i grab it??? cebu pac is almost the same price zzz,",",neg
ow look at this gorgeous birthday cake with a singapore airlines theme~ several more in the comments! t_url,",",pos
"ow i'm in shock: what it is like to fly the $23,000 singapore airlines suites class t_url",",",neg
"ow - what it is like to fly the $23,000 singapore airlines suites class t_url",",",neg
ow ! check out the of singapore airlines' new boeing 777-300ers ! t_url,",",pos
ould be good to see some reporting contrasting safety standards in s-e asia in general with that of singapore airlines.,",",pos
"orth the pr for his company rt AT_USER AT_USER passenger stuck with $1,171 wi-fi bill on singapore airlines flight. t_url",",",neg
orldwide flight services (wfs) becomes singapore airlines cargoŠ—Ès sole cargo handling partner in the uk &amp; ireland t_url,",",neg
orld's top airlines in 2014 (world airlines awards/skytrax): 3/3 singapore airlines t_url,",",pos
orld airline awards airline of the year 2014 1 cathay pacific airways 2 qatar airways 3 singapore airlines 4... t_url,",",neg
ork. (@ singapore airlines office) t_url,",",neg
"oops! rt AT_USER man hit with $1,200 internet bill for 'viewing emails' on singapore airlines flight t_url",",",pos
ooooohoooooo reality just struck with the news singapore airlines online check in is open for our trip home to... t_url,",",pos
ommmmm...comparison of the singapore airlines american express krisflyer gold vs ascend credit card t_url,",",pos
"oah! 1st class? pffft! rtAT_USER wow!! &gt;&gt; what itŠ—Ès like to fly the $23,000 singapore airlines suites class t_url",",",neg
oah wooyoung and seyoung took singapore airlines,",",neg
"ith the arrival of the new a380 from singapore airlines. all eyes are on the first class suites. with sliding doors and blinds, these...",",",pos
"ith singapore airlines, everyone can use the internet in the sky but one man was charged $1,200 of internet... t_url",",",neg
ith polaris at terminal 2d (singapore airlines lounge) Š—” t_url,",",pos
"ith lambly from samarinda,, see ya there laaaambs,, (with AT_USER at singapore airlines lounge) [pic] Š—” t_url",",",pos
ith intan at singapore airlines check-in counter Š—” t_url,",",neg
ith febri at singapore airlines first &amp; business class check-in reception Š—” t_url,",",pos
ith dessy at sq857 hkg-sin / singapore airlines Š—” t_url,",",neg
ith davin_™_… at singapore airlines sq 951 [pic] Š—” t_url,",",neg
ith alia at gate e26 - terminal 2 - singapore airlines Š—” t_url,",",neg
ith AT_USER (@ sq285 sin-akl / singapore airlines) t_url t_url,",",neg
ith AT_USER female cabin crew known as singapore airlines training centre t_url,",",pos
ishing you a merry christmas! singapore airlines is delighted to offer companion fares promotional to the world... t_url,",",neg
"ish the fuck they would ""AT_USER a singapore airlines customer was charged $1,171 for using airplane wifi: t_url",",",neg
"ish i was there: what it is like to fly the $23,000 singapore airlines suites class t_url",",",neg
"inning deal for frequent fliers with virgin australia , singapore airlines t_url",",",pos
innerŠ—Ès trophy for 2014 formula 1 singapore airlines singapore grandÎ¾prix t_url,",",pos
in with singapore airlines and AT_USER,",",neg
"in a pair of air tickets to new york, seoul, and paris on singapore airlines! t_url",",",neg
ildlife holidays in asia | singapore airlines &amp; silkair t_url,",",neg
ifi users beware! singapore airlines passenger stung with $1200 wifi bill on flight t_url,",",pos
ifi onboard is another way to sting you for data charges. singapore airlines billed me $1200 for the internet t_url,",",neg
i-fi nightmare on singapore airlines t_url,",",neg
hy singapore airlines had to honour mispriced business class tickets - yahoo singapore news t_url,",",pos
hy singapore airlines chose to absorb millions in losses over mispriced tickets: singapore airlines (sia) cha... t_url,",",pos
hy not singapore airlines? i'm a flight steward btw Š—” haha im taking the flight which connected between dubai a... t_url,",",neg
"hy is satcom so expensive? =&gt; passenger stuck with $1,171 wi-fi bill on singapore airlines flight t_url via AT_USER",",",neg
hy i even check in to silkair counter. i want my singapore airlines ticket. t_t t_url,",",neg
hy gosford city free nbn wifi is better than singapore airlines t_pos_emo t_url via AT_USER,",",neg
"hy cannot all economy class airline seatbacks look like this one on singapore airlines? beautiful screen,... t_url",",",pos
hoa.. nothing is free....traveller racks up Î£750 in wifi charges on singapore airlines flight t_url via AT_USER,",",neg
"hoa! singapore airlines bills passenger $1,200 for internet usage while flying t_url",",",pos
"ho paid for this ad? singapore airlines kya ""AT_USER get lost in the darkest of all schmitten chocolates! t_url",",",neg
"ho knew AT_USER flew w/them rt""AT_USER passenger stuck with $1,171 wi-fi bill on singapore airlines flight. t_url",",",neg
ho has the best first class suite? singapore airlines? t_url,",",pos
"ho has a proper photo of me in the sia kebaya at the gig today ah? pls send me, need for singapore airlines cabin crew application.",",",pos
"ho are these people that travel in singapore airlines business class, and how do i do it too?",",",neg
hite lotus with black sesame (singapore airlines mooncakes @ takashimaya square mid autumn festival) t_url,",",pos
hile ago. @ singapore airlines engineering philippines (siaep) t_url,",",pos
hich airline in the world does not allow 2 kgs excess baggage on an international flight? singapore airlines. bad experience at melbourne,",",neg
hich airline do you wish to fly with? Š—” singapore airlines hehehe t_url,",",neg
hen you google AT_USER but end up getting results from singapore airlines (aka sia) _™…ê,",",neg
"hen the ""air-ships"" gets treated as a ""women"" the whatsapp msg about ""singapore airlinesŠ—_ timely pulls out"" seems illogical.",",",pos
hen i was flying back to california. singapore airlines had AT_USER on the j-pop channel hello honey. i was like. yes! this is awesome,",",pos
hen flying singapore airlines one must order a singapore sling _™Ù. by pocahontasleong t_url t_url,",",neg
hats out for in-flight wifi data charges: case singapore airlines t_url,",",pos
"hatever it is, safety is important regardless of airlines. singapore airlines had it before too.",",",pos
hatever it is i'm still taking singapore airlines.,",",neg
hat? singapore airlines a380 emergency landing at soekarno hatta international airport last 2 years? AT_USER,",",neg
hat would be a perfect job for you? Š—” head steward for malaysia airlines or singapore airlines t_url,",",pos
"hat itŠ—Ès like to fly the $23,000 singapore airlines suites class? cokobar is giving out free flight tickets....... t_url",",",pos
"hat itŠ—Ès like to fly the $23,000 singapore airlines suites class? t_url",",",neg
"hat itŠ—Ès like to fly the $23,000 singapore airlines suites class Š—” travel &amp; adventure Š—” medium t_url travel classifieds...",",",neg
"hat itŠ—Ès like to fly the $23,000 singapore airlines suites class by AT_USER t_url",",",neg
"hat itŠ—Ès like to fly the $23,000 singapore airlines suites class t_url now, this is first class travel.",",",neg
"hat itŠ—Ès like to fly the $23,000 singapore airlines suites class t_url t_url",",",neg
"hat itŠ—Ès like to fly the $23,000 singapore airlines suites class : t_url",",",neg
hat itŠ—Ès like to fly in singapore airlinesŠ—È first class suites; great photos &amp; description! t_url,",",pos
hat itŠ—Ès like to fly in singapore airlines suites class t_url,",",neg
hat itŠ—Ès like to fly aboard a singapore airlines a380 in the ’“ber fancy suites class t_url laughing squid geek,",",pos
"hat its like to fly the $23,000 singapore airlines suites classÎ by AT_USER",",",neg
"hat its like to fly the $23,000 singapore airlines suites class t_url",",",neg
"hat it\'s like to fly the $23,000 singapore airlines suites class (via AT_USER t_url",",",neg
"hat it is like to fly the 23,000 singapore airlines suites classstatistics: posted by junebug Š—” mon dec 29, 2014 5:18 pm",",",neg
"hat it is like to fly the 23,000 singapore airlines suites class",",",neg
hat it is like to fly the $23.000 singapore airlines suites class t_url,",",neg
"hat it is like to fly the $23,000 singapore airlines suites class... awesome pictures t_url",",",pos
"hat it is like to fly the $23,000 singapore airlines suites class. t_url via AT_USER",",",neg
"hat it is like to fly the $23,000 singapore airlines suites class tremendo!! t_url",",",neg
"hat it is like to fly the $23,000 singapore airlines suites class t_url ¿µ¿Àª_ªä .. ¿Œª_¿å ª¢ª£¿_ªÜª ¿Àª_ªÜ¿_¿± !!!",",",pos
"hat it is like to fly the $23,000 singapore airlines suites class t_url wowŠ—_ bucket list?",",",neg
"hat it is like to fly the $23,000 singapore airlines suites class t_url if this isnt a life goal of mine, idk what is.",",",neg
"hat it is like to fly the $23,000 singapore airlines suites class t_url t_url is saving miles for this!",",",pos
"hat it is like to fly the $23,000 singapore airlines suites class t_url - i want to experience this t_pos_emo",",",neg
"hat it is like to fly the $23,000 singapore airlines suites class AT_USER t_url",",",neg
"hat it is like to fly the $23,000 singapore airlines suites class ... t_url t_url",",",neg
"hat it is like to fly the $20,000 singapore airlines suites class - yahoo finance canada t_url via AT_USER",",",neg
"hat it is like to fly the $20,000 singapore airlines suites class - from the first class lounge to the private cabin t_url",",",neg
hat it is like to fly suites class with singapore airlines. personally i feel it is to much.... t_url,",",pos
hat it is like to fly singapore airlines suites class t_url swagsembada swag.,",",neg
"hat it is like to fly in the $23,000 singapore airlines suites class t_url via AT_USER",",",neg
hat it is like to fly in singapore airlines suites class t_url t_url,",",neg
hat it is like to fly aboard a singapore airlines a380 in the ’“ber fancy suites class t_url via AT_USER,",",neg
hat is the sia thing going on? singapore airlines?? _™…ä_™…ä_™…ä,",",neg
hat flight you usually take? Š—” singapore airlines t_url,",",pos
"hat does 25,000 points get you? business class on singapore airlines for a 10 hour flight and a 3Š—_ t_url",",",pos
hat do they work as? Š—” my mum is the manager for singapore airlines ticketing &amp; my dad is an engineer. t_url,",",neg
"hat d hell ws he browsing!?passenger stuck wt$1,171 wi-fi bill on singapore airlines flight. t_url t_url",",",neg
fs to be singapore airlinesŠ—È sole uk cargo partner - worldwide flight services (wfs) has won a three-year contrac... t_url,",",neg
eŠ—Èd also like to thank singapore airlines for sponsoring our flights to and from dubai! a huge shoutout to sia... t_url,",",pos
"ell, maybe to europe or somewhere but damn sho not fuckin with asia, malaysia, singapore airlines",",",neg
"ell this is just not responsible... passenger responsible for $1,171 wi-fi bill on singapore airlines t_url via AT_USER",",",neg
ell thanks singapore airlines! haha,",",pos
elcome to singapore airlines | officialÎ¾website t_url,",",neg
elcome to singapore airlines in echo 7_™…_ semangat yeah _™…Ü,",",neg
elcome to singapore airlines baby ŠÈÇ ... t_url,",",pos
"elcome to sg boinky wobble you! @ changi airpot terminal 2,singapore airlines check-in row 2 t_url",",",neg
elcome to martins obiorah's blog: a passenger on singapore airlines flight presented... t_url,",",pos
"elcome to auckland, singapore airlines a380 great to have your a380's in akl AT_USER AT_USER AT_USER t_url",",",pos
elcome singapore airlines - t_url,",",neg
elcome in-flight internet traveller racks upÎ£750 in wifi charges on singapore airlines flight t_url t_url,",",pos
"eirdly, i *really* enjoyed reading this: ""what itŠ—Ès like to fly the $23,000 singapore airlines suites class"" t_url",",",neg
e&amp; good news to share! singapore airlines and eva air customers can now enjoy... t_url,",",neg
e make people fly... (butŠ—_ (at singapore airlines baggage claim at soekarno hatta int'l airport) [pic] Š—” t_url,",",neg
e can use wifi when we fly with singapore airlines _™___™…±_™…±_™…±_™…± t_url,",",neg
e are gonna follow our mom (singapore airlines) to serve denpasar!!,",",neg
"e are all set ! @ changi airpot terminal 2,singapore airlines check-in row 2 t_url",",",pos
atching maleficent (with sabrina at singapore airlines sq619 kix-sg) Š—” t_url,",",neg
atching documentary on how food is being transported into singapore airlines aircraft. cool pe!,",",neg
atching a play: angels of america (@ the singapore airlines theatre in singapore) t_url,",",neg
"atch where you surf: a cdn passenger on singapore airlines just got hit with a $1,171 wi-fi bill! t_url AT_USER",",",neg
atch singapore airlines a380 landing - simulated on AT_USER t_url,",",neg
"atch out, travelers!: passenger stuck with $1,171 wi-fi bill on singapore airlines flight t_url",",",pos
atch out for the Š—…overage modelŠ—È especially when purchasing wi-fi on singapore airlines: t_url,",",pos
"atch ""earlybird europe: emirates, singapore airlines + Š—_"" on youtube - earlybird (cont) t_url",",",pos
as treated to episodes of short poppies on my singapore airlines flight to see family in small town nz. thanks AT_USER for the prep.,",",pos
as singapore airlines liable for business-class seats sold at economy rates? t_url by assoc prof goh yihan,",",neg
"as on a 1-month flight? ""AT_USER singapore airlines passenger stuck with $1,171 in-flight wifi charges. t_url via AT_USER",",",pos
"as it AT_USER rt AT_USER passenger stuck with $1,171 wi-fi bill on singapore airlines flight. t_url",",",neg
arning! singapore airlines passenger hit with Î£749 wi-fi bill t_url,",",pos
"arning! passenger stung with $1,200 wifi bill for checking email and uploading files on singapore airlines flight. t_url",",",pos
allstreet _™–ç_™–ç_™–ç...... @ singapore airlines business class t_url,",",pos
aitlist with singapore airlines krisflyer t_url,",",pos
aitinggg for the flightŠ“_´Ù (at singapore airlines lounge) Š—” t_url,",",pos
"aiting for boarding time ... @ singapore airlines lounge, naia terminal 3 t_url",",",pos
